,channel,subs,title,views,date,like,hate,review,hashtag1,hashtag2,hashtag3
1,프레이 TV,519000,[LOL] 프레이 트리스타나 : 캐리? 보여줄게_200714 PraY Tristana,188045,2020. 7. 28,854,49,167,,,
2,프레이 TV,519000,[LOL] 프레이 마오카이 : 춘봉박 마오카이 서폿은 내가 원조다_200714 PraY Maokai,166955,2020. 7. 27,849,47,252,,,
3,프레이 TV,519000,[6월] 마린 형님이라고 봐주는 거 없습니다,181674,2020. 7. 27,1094,28,260,,,
4,프레이 TV,519000,[LOL] 프레이 루시안 : 루시안은 절대 침착을 들어야합니다_200707 PraY Lucian,268158,2020. 7. 13,914,82,270,,,
5,프레이 TV,519000,[LOL] 프레이 케이틀린 : 운명의 서포터를 만났습니다_200707 PraY Caitlyn,305329,2020. 7. 12,1131,87,163,,,
6,프레이 TV,519000,[LOL] 프레이 카이사 : 생방 2만명이 보는 앞에서 캐리해버리는 남자_200707 PraY Kai'sa,453320,2020. 7. 9,1469,126,237,,,
7,프레이 TV,519000,[LOL] 프레이 바루스 : 10.14패치로 너프 먹기 전 마지막 포킹바루스의 모습_200702 PraY Varus,211566,2020. 7. 8,670,54,118,,,
8,프레이 TV,519000,[LOL] 프레이 바드 : 서폿할때 가장 행복한 사람_200702 PraY Bard,209575,2020. 7. 8,819,62,166,,,
9,프레이 TV,519000,[LOL] 프레이 자야 : 감히 날 자극해? 봉.인.해.제_200630 PraY Xayah,319875,2020. 7. 6,1270,104,196,,,
10,프레이 TV,519000,[LOL] 프레이 코그모 : 16렙을 바라보는 원딜계의 카사딘..?_200630 PraY Kog'Maw,361512,2020. 7. 5,1262,112,221,,,
11,프레이 TV,519000,[LOL] 프레이 칼리스타 : 다이아 주의보! 프레이 칼리스타 등장_200627 PraY Kalista,213688,2020. 7. 3,910,78,163,,,
12,프레이 TV,519000,[LOL] 프레이 판테온 : 재밌는 서폿 찾았다! 스파르타!!!!!_200627 PraY Pantheon,409287,2020. 7. 3,1164,112,307,,,
13,프레이 TV,519000,[LOL] 프레이 시비르 : 프레이 앰비션 밥벌레듀오! 나한테 킬을?? 감당할 수 있겠어?ㅋ_200623 PraY Sivir,246525,2020. 7. 1,984,71,236,,,
14,프레이 TV,519000,[LOL] 프레이 애쉬 : 아니 이게 LPL식 솔랭..?_200619 PraY Ashe,264542,2020. 7. 1,964,48,201,,,
15,프레이 TV,519000,[LOL] 프레이 이즈리얼 : 아 ㅋㅋ 진짜 솔랭 개꿀잼이다 ㅋㅋㅋㅋ_200619 PraY Ezreal,323053,2020. 6. 29,1317,107,187,,,
16,프레이 TV,519000,[LOL] 프레이 애쉬 : 마스터 오자마자 챌린저들한테 신고식 받기_200616 PraY Ashe,439508,2020. 6. 28,1218,82,165,,,
17,프레이 TV,519000,[LOL] 롤 레전드들이 뭉쳤다! 현상금을 걸고 서로 싸워라 하이눈 대결투!,208093,2020. 6. 27,1339,44,260,앰비션,매드라이프,울프
18,프레이 TV,519000,[LOL] 프레이 칼리스타 : 아무리 오래 안해도 마스터쯤이야_200616 PraY Kalista,292002,2020. 6. 24,1108,86,224,,,
19,프레이 TV,519000,[LOL] 프레이 제라스 : 프레이 호진 듀오! 제라스 벨코즈로 적 바텀 박살내기_200613 PraY Xerath,284388,2020. 6. 23,1350,96,176,,,
20,프레이 TV,519000,[LOL] 각자 잘하는거 들고오는 시청자들 1대1로 박살내기,463788,2020. 6. 21,2485,94,316,,,
21,양팡 YangPang,254000,동생이 오랜만에 집에 왔네요,566668,2020. 7. 29,15440,181,1409,,,
22,양팡 YangPang,254000,부산 욕쟁이 할매랑 술 배틀 붙었습니다.,737628,2020. 7. 28,17142,237,1277,,,
23,양팡 YangPang,254000,소금이 할머니의 하루,995230,2020. 7. 26,21733,378,1454,,,
24,양팡 YangPang,254000,라비..라비..(심쿵),1110082,2020. 7. 25,28370,400,3644,,,
25,양팡 YangPang,254000,서울에 간 언니가..술먹고 전화가 왔다..,1040809,2020. 7. 24,22656,298,1419,,,
26,양팡 YangPang,254000,소금이 때문에 엄마랑 싸웠습니다.,904612,2020. 7. 23,19980,385,1497,,,
27,양팡 YangPang,254000,언니 가지마ㅠㅠ,1418110,2020. 7. 22,26499,469,1739,,,
28,양팡 YangPang,254000,언니에 대해서 드릴 말씀이 있어요,1259240,2020. 7. 21,28089,528,3248,,,
29,양팡 YangPang,254000,소금이 엄마의 하루,1406734,2020. 7. 19,29669,498,2141,,,
30,양팡 YangPang,254000,강아지 교육 시키려다 나만 혼났다...,1107882,2020. 7. 18,27937,284,1794,,,
31,양팡 YangPang,254000,저희 집 새로운 가족을 소개합니다.,1534133,2020. 7. 17,42224,457,4681,,,
32,양팡 YangPang,254000,당신은 오늘 떡볶이가 땡긴다! (응급실떡볶이 부상맛 + 닭껍질 튀김 + 치즈 추가) 먹방,1080570,2020. 7. 16,24494,409,2819,,,
33,양팡 YangPang,254000,어머..존잘..,959177,2020. 7. 15,23235,265,2003,,,
34,양팡 YangPang,254000,양팡남매를 울려버린 극악의 매운맛 라면 먹방,850332,2020. 7. 14,18485,297,1190,,,
35,양팡 YangPang,254000,영지야 널 위한 밥상을 준비했어ㅎㅎ,2325345,2020. 7. 12,54266,707,3208,,,
36,양팡 YangPang,254000,나는 이영지(19),2160368,2020. 7. 11,65892,584,4809,,,
37,양팡 YangPang,254000,블랙핑크 로제 메이크업 커버를 해보았다.. ㄷㄷ,671548,2020. 7. 10,18194,444,19714,,,
38,양팡 YangPang,254000,가수 솔지님 일일 매니저 하고 왔어요,1787075,2020. 7. 9,35957,641,2615,솔지,,
39,양팡 YangPang,254000,얘를 대체 어떻게 키우신걸까..,785215,2020. 7. 8,16384,212,1001,,,
40,양팡 YangPang,254000,하앙 너무 귀여워 ♥,740424,2020. 7. 7,24489,253,1717,,,
41,tzuyang쯔양,268000,욕지도에서도 놀라시네요.. 숨은 골목맛집에 가봤습니다. 자연산 전복라면성게비빔밥전복죽 먹방 Korean mukbang eating show,939236,2020. 7. 29,20096,430,1798,욕지도,맛집,쯔양
42,tzuyang쯔양,268000,오늘은 간식이네요.. 솥뚜껑 김치 삼겹살에 볶음밥 치트키 먹방 Korean mukbang eating show,1335353,2020. 7. 27,24916,613,2349,솥뚜껑삼겹살,볶음밥,쯔양
43,tzuyang쯔양,268000,이런건 처음해봐요..;낚시하다가 8Kg 여름방어 만남 부시리와 국수 먹방 Korean mukbang eating show,626551,2020. 7. 24,12286,395,1150,욕지도,부시리,쯔양
44,tzuyang쯔양,268000,좀더 구울걸 그랬어요.. 솥뚜껑 군만두 7봉지 먹방 Korean mukbang eating show,1207284,2020. 7. 22,21233,559,1733,풀무원,풀무원얇은피꽉찬교자,쯔양
45,tzuyang쯔양,268000,문어떡볶이 20인분?! 문어 직접 잡았습니다..솥뚜껑에 문어튀김이 들어간 떡볶이 먹방! Korean mukbang eating show,1041483,2020. 7. 21,22035,587,1435,문어,떡볶이,쯔양
46,tzuyang쯔양,268000,욕지2탄)이사기념 솥뚜껑 짜파게티 직접만든 탕수육 10인분 먹방! 고기파티 초대받았습니다. Korean mukbang eating show,2250614,2020. 7. 19,38397,12,2830,탕수육,짜장라면,쯔양
47,tzuyang쯔양,268000,이사한 집 공개합니다.. 오션뷰오픈카? 이사한집에서 라면 먹방 Korean mukbang eating show,1455341,2020. 7. 18,21899,519,1948,통영,욕지도,쯔양
48,tzuyang쯔양,268000,혼자선 못먹는다던 사장님 봐주세요.. 왕문어와 시원한 물회 먹방(Feat.고성)Korean mukbang eating show,1565988,2020. 7. 16,27050,705,1860,문어,물회,쯔양
49,tzuyang쯔양,268000,넷플릭스에도 나온 광장시장 맛집? 즉석떡볶이칼국수샌드위치 먹방(Feat.넷플릭스) Korean mukbang eating show,840545,2020. 7. 14,18773,487,965,넷플릭스추천,마이넷플리스트,넷플릭스
50,tzuyang쯔양,268000,왜 저만보면 다들 놀라세요.. 많이 먹을때 사람들 반응모음ㅋㅋㅋ Korean mukbang eating show,632135,2020. 7. 13,14091,238,904,사장님,반응,쯔양
51,tzuyang쯔양,268000,육회+비빔면 육빔면? 꿀맛조합ㅜㅜ 비빔면8봉지와 육회 1kg 먹방 Korean mukbang eating show,994431,2020. 7. 11,22155,570,1678,육회,비빔면,쯔양
52,tzuyang쯔양,268000,핵맛있음ㅠㅠ 곱창떡볶이 18인분! 사리만 12번 추가..? 곱창떡볶이볶음밥 먹방 Korean mukbang eating show,1905471,2020. 7. 9,36635,884,1817,곱스떡스,곱창떡볶이,먹방
53,tzuyang쯔양,268000,여러분들이 원하시던 건강검진 결과입니다.. 대식가의 위크기?콜레스테롤? Korean mukbang eating show,1043783,2020. 7. 8,19234,352,2280,건강검진,위크기,쯔양
54,tzuyang쯔양,268000,유해어종이 이렇게 맛있다구요? 멸종시킬 각.. (Feat.진석기님) 배스 먹방 Korean mukbang eating show,1432813,2020. 7. 6,20950,439,2876,배스,낚시,진석기시대
55,tzuyang쯔양,268000,18시간 굶고 회전초밥 먹으러 갔더니..회전초밥 먹방 Korean mukbang eating show,2267257,2020. 7. 3,45467,13,3640,회전초밥,쯔양,
56,tzuyang쯔양,268000,소곱창 18인분 먹었더니 옆커플 경악.. 30년 전통 소곱창 통으로 먹방! Korean mukbang eating show,2255456,2020. 7. 1,39443,861,2228,소곱창,쯔양,먹방
57,tzuyang쯔양,268000,7분안에 통삼겹 1.5kg 도전?! 1등은 100만원.. 모자라서 항정살꽃살토마호크 까지 먹방 Korean mukbang eating show,1048783,2020. 6. 29,21090,432,1510,,,
58,tzuyang쯔양,268000,리얼 시네마먹방 : 닭짜,163415,2020. 6. 27,5106,262,756,60계치킨,치킨,
59,tzuyang쯔양,268000,세상에서 제일 매운라면?! 먹다가 저승갈뻔.. 불마왕라면 짜장라면 먹방Korean mukbang eating show,1071885,2020. 6. 26,18328,586,1538,,,
60,tzuyang쯔양,268000,43년 전통 줄서서먹는 물쫄면?! 조금 먹었는데 손님들 반응이... Korean mukbang eating show,1904936,2020. 6. 24,31709,892,1952,,,
61,문복희 Eat with Boki,462000,SUB)후루트링 첵스파맛 첵스초코 콘푸로스트 시리얼 먹방! 비요뜨 에너지바까지 리얼사운드 Cornflake Cereal yogurt mukbang ASMR,678482,2020. 7. 29,26660,651,2282,이것은,첵스맛파인가,파맛첵스인가
62,문복희 Eat with Boki,462000,SUB)살살 녹는 두툼한 동파육에 고기볶음밥 먹방 ! 짬뽕국물까지 리얼사운드 Dongpayuk gogibokkeumbab mukbang ASMR,1491412,2020. 7. 27,39167,1,2662,겨울오기전에,동파육먹고,동파방지하자육
63,문복희 Eat with Boki,462000,SUB)갈치조림 먹방 ! 살캉살캉 무조림에 흰쌀밥 비벼먹기 쏘야볶음 감자볶음 된장고추 콩나물국까지 리얼사운드 Galchijorim mukbang ASMR,1755388,2020. 7. 25,42228,13,2943,갈치조림사러가는데,길치라친구불러,갈치감
64,문복희 Eat with Boki,462000,SUB)비 오는 날 매콤한 오돌뼈에 감자전 꿀막걸리 먹방 ! (ft.해물파전&도토리묵) Pajeon Makgeolli mukbang ASMR,2257108,2020. 7. 23,55050,15,3198,비오는날오돌오돌떨지말고,오돌뼈에,전이나부시전
65,문복희 Eat with Boki,462000,SUB)짜파구리 먹방 불닭왕교자 매운왕교자에 파김치 겉절이까지 리얼사운드 Jjapaguri buldak mandoo mukbang ASMR,2712310,2020. 7. 21,72106,15,3645,자기전에,짜파게티에왕교자,먹교자
66,문복희 Eat with Boki,462000,SUB)버거킹 햄버거 먹방🍔 통새우와퍼 콰트로치즈 트러플머쉬룸와퍼에 치즈스틱 치킨너겟까지 리얼사운드 Hamburger mukbang nugget cheesestick ASMR,4709580,2020. 7. 19,113915,31,6543,원룸구하려는데,방있나요,머쉬룸
67,문복희 Eat with Boki,462000,SUB)꾸덕꾸덕 매콤한 두찜 로제찜닭 먹방🥘 왕새우튀김 주먹밥까지 리얼사운드 Spicy rose jjimdak mukbang ASMR,2487039,2020. 7. 17,64168,12,3093,두찜로제찜닭,뒤찜지고기다리다,노이로제걸리겠닭
68,문복희 Eat with Boki,462000,SUB)아삭아삭 콩나물불고기 먹방 ! 우동사리에 볶음밥까지 오삼콩불 리얼사운드 Kongnamul bulgogi mukbang ASMR,2052837,2020. 7. 15,48619,11,2359,콩불에오삼해놨삼,공부하다가배고프면,콩불때려치고오삼
69,문복희 Eat with Boki,462000,SUB)매콤알싸한 마라샹궈 먹방🔥 식감대장 파티 ! 꿔바로우 달걀볶음밥까지 리얼사운드 Maraxiangguo Guobaorou mukbang ASMR,1744745,2020. 7. 13,41905,985,2240,마라샹궈에,달걀볶음밥이싫어도,이미샹궈달댤볶지마라
70,문복희 Eat with Boki,462000,SUB)직접 만든 시원달달한 수박 화채 먹방 🍉 수박파티 수분 섭취 제대로 하는 날 ! Watermelon punch mukbang ASMR,2276346,2020. 7. 11,60601,15,3718,수박먹으려는데,화채먹자고보채,그럼먹을수박에
71,문복희 Eat with Boki,462000,SUB)치즈 두번 추가한 신참떡볶이 먹방 ! 순대꼬치 김말이 치즈스틱 오징어튀김 만두까지 사이드파티 리얼사운드 Cheese Tteokbokki mukbang ASMR,4386784,2020. 7. 9,93345,24,5099,이봐신참,달참예쁘게떴으니까,달참이나먹참
72,문복희 Eat with Boki,462000,SUB)신선한 해산물 가득 회덮밥에 냉짬뽕 먹방 ! 랍스타 왕새우 버터구이까지 리얼사운드 🦐🦞 Seafood rice lobster prawn mukbang ASMR,2862369,2020. 7. 7,60230,17,3255,이것은회덮밥인가,덮밥회인가,동창회인가
73,문복희 Eat with Boki,462000,SUB)크리스피 도넛에 공차 버블티 먹방🍩🥤 딸기라떼 수박주스까지 디저트 리얼사운드 Donut bubbletea dessert mukbang ASMR,2075137,2020. 7. 5,56141,14,3652,라떼는말이야,더울땐,딸기라떼
74,문복희 Eat with Boki,462000,SUB)치킨플러스 크리미어니언에 핫쵸킹 순살 치킨먹방🍗 직접 만든 라볶이까지 리얼사운드 Onion Chicken rabokki Mukbang ASMR,4371069,2020. 7. 3,105194,22,4975,치킨플러스,먹으려고,단추플러스
75,문복희 Eat with Boki,462000,SUB)푸짐한 집밥 먹방 제육볶음 돼지불고기 된장찌개 달걀말이까지 쌈밥 리얼사운드 Korean homemade food Jeyukbokkeum bulgogi mukbang ASMR,2790741,2020. 7. 1,60425,17,3799,우렁각시가차려준,우렁된장찌개먹고,나우렁
76,문복희 Eat with Boki,462000,SUB)치즈가득 꾸덕꾸덕 김치피자탕수육 먹방 ! 새우볶음밥 피자만두까지 꿀조합 리얼사운드 Kimchi pizza tangsuyuk mukbang ASMR,2548796,2020. 6. 29,61516,13,3450,김피탕,싫어하는사람있나,탕
77,문복희 Eat with Boki,462000,SUB)살얼음 동동 매콤 물냉면 먹방 ! (ft.연탄불고기) 육쌈냉면으로 여름나기💦 Spicy Naengmyeon Bulgogi Mukbang ASMR,1991739,2020. 6. 27,46119,12,2683,육쌈빌딩에서,육쌈냉면먹어봐쌈,더맛있쌈
78,문복희 Eat with Boki,462000,SUB)편의점 음식 2탄 ! 왕뚜껑 불닭쫄볶이 앵그리짜파구리 달고나우유 샌드위치까지 먹방 리얼사운드 convenience store food mukbang ASMR,6252242,2020. 6. 25,151533,34,7960,불닭쫄볶이가,그렇게맵닭해도,쫄면안돼
79,문복희 Eat with Boki,462000,SUB)바르다김선생 분식먹방 ! 치킨카레덮밥 비빔면 매운쌈닭김밥 갈비만두까지 리얼사운드 Chicken curry bibimmyeon gimbap mandoo mukbang ASMR,1850400,2020. 6. 23,45275,11,2832,펌하고왔는데,컬이마음에안들어서,치킨커리
80,문복희 Eat with Boki,462000,SUB)깍두기 가득 넣은 깍두기볶음밥에 킬바사소세지 먹방 ! 된장찌개까지 리얼사운드 cubed radish kimchi bokkeumbap & kilbasa mukbang ASMR,3722490,2020. 6. 21,80827,18,4971,깍두기,깍둑썰기로,깍듯하게모셔왔어요
81,봉길이 Bonggil,777000,ASMR “미고랭 라면”🍜 직접튀긴 양파튀김 미니핫도그먹방! Indomie Migoreng Noodles With Onion Ring🧅Mini Corn Dogs MuKBang!,142607,2020. 7. 28,6799,138,556,미고랭,양파튀김,핫도그
82,봉길이 Bonggil,777000,ASMR “무지개 디저트”🌈 노랑치즈케이크🧀무지개크레이프 달달구리뚱카룽 먹방! “Rainbow Dessert”🌈 Macaron Cheesecake Crape MuKBang~!,409290,2020. 7. 26,13021,529,797,크레이프,마카롱,디저트
83,봉길이 Bonggil,777000,ASMR “버거킹 와퍼”🍔 치즈감자치킨너겟 후라이드닭다리 먹방! “BURGER KING” Whopper Cheese Potato🧀 Chicken Nuggets MuKBang!,543359,2020. 7. 24,17320,605,860,햄버거,닭다리,치즈소스
84,봉길이 Bonggil,777000,ASMR 티라미수 파티🥳 티라미수파티팩🥮 마카롱 M&m티라미수 티라미수케이크먹방~!! Tiramisu Party Tiramisu Cake Party Pack MuKbang~!!,341779,2020. 7. 22,13416,344,813,투썸,티라미수,파티팩
85,봉길이 Bonggil,777000,ASMR “패션 5” 조각케이크🍰 타르트 에끌레어 컵티라미슈 먹방~!! Piece Cake 🍰 Tart Eclair Cup Tiramisu MuKBang~!!,304450,2020. 7. 17,11647,297,686,디저트,맛집,봉길이
86,봉길이 Bonggil,777000,ASMR 직접튀겨 망한 모짜렐라치즈튀김🧀자메이카통다리구이 뿌링소떡 먹방~!Fried Mozzarella Cheese Chicken Legs Spicy Noodle MuKBang!,438235,2020. 7. 15,14734,383,633,자메이카,소떡소떡,Chicken
87,봉길이 Bonggil,777000,ASMR “망원동 티라미수”🥮 부드럽고 촉촉한 7가지 티라미수 먹방~!! Soft And Moist Seven Tiramisu🥮 MuKBang~!!,289618,2020. 7. 13,12150,302,562,티라미수,디저트,Tiramisu
88,봉길이 Bonggil,777000,ASMR 우유에 빠진 메론케이크🍈와 메론아이스박스 마카롱 먹방~!! Melon Cake🍈 With Milk Melon Icebox MuKBang~!!,439744,2020. 7. 10,14814,450,629,메론,케이크,디저트
89,봉길이 Bonggil,777000,ASMR 쫀득쫀득한 떡과 달달구리 스모어딥 초코아이스크림 먹방~!! Rice Cake With S’MORES DIP Choco Ice Cream MuKBang~!!,281864,2020. 7. 8,9224,310,372,떡,스모어딥,초코아이스크림
90,봉길이 Bonggil,777000,ASMR 쵸코초코🍫초코파티🍩초콜릿디저트🍪먹방~!! Chocolate Party Chocolate Dessert MuKBang~!!,935324,2020. 7. 6,28398,1,1413,초코,초콜렛,초코파티
91,봉길이 Bonggil,777000,ASMR 시카고피자🍕트리플 치즈버거🍔해쉬브라운 먹방~!! Chicago Pizza With Hash Brown Cheese Buger MuKBang~!!,1131186,2020. 7. 3,31977,1,1152,피자,트리플치즈버거,치즈소스
92,봉길이 Bonggil,777000,ASMR “푸하하크림빵” 여러가지 크림빵 티라미수 생과일케이크 먹방~!! Fuhaha Cream Bread Tiramisu Fruit Cake MuKBang~!!,341207,2020. 7. 1,11475,254,455,크림빵,티라미수,디저트
93,봉길이 Bonggil,777000,ASMR “MADIU” 내가 좋아하는 크림케이크🎂 망고무스 마카롱 빵먹방~!! Cheese Cake Cream Cake Macaron Bread MuKbang~!!,433246,2020. 6. 29,14150,416,741,케익,디저트,cake
94,봉길이 Bonggil,777000,ASMR 항정살 삼겹살🥓 소고기🥩구이와 매콤한비빔면 먹방~!! PORK BEEF ROAST WITH SPICY NOODLES MuKbang~!!,152411,2020. 6. 27,5471,173,274,고기,비빔면,meat
95,봉길이 Bonggil,777000,ASMR 🍚도둑먹방! 양념치킨🍗 라면🍜 소세지메추리알꼬치🍢 통스팸🍖먹방~!! SWEET CHICKEN SPAM INSTANT NOODLES MuKBang~!!,223703,2020. 6. 25,7573,234,363,슈프림치킨,라면,통스팸
96,봉길이 Bonggil,777000,ASMR 내가 만든대왕 컵 케이크🧁컵 케이크파티 먹방~!! CUP CAKES PARTY MuKBang~!!,387412,2020. 6. 23,13015,395,595,케익,디저트,cake
97,봉길이 Bonggil,777000,ASMR BHC뿌링클 닭다리🍗치즈볼🧀핫도그🌭소떡소떡과 불닭볶음면먹방 SPICY NOODLES WITH CHICKEN LEG CHEESE BALL CORN DOG MuKBang,771111,2020. 6. 20,21362,541,673,뿌링클,치킨,불닭볶음면
98,봉길이 Bonggil,777000,ASMR 점점 더워지는날엔😅시원한 생과일빙수🍧메론빵 복숭아빵먹방~!! RAW FRUIT SHAVED ICE WITH MELON PEACH BREAD MuKBang~!!,257791,2020. 6. 18,8195,297,440,과일빙수,수박,메론
99,봉길이 Bonggil,777000,ASMR 메이플시럽🍁뿌린 코코아빵🥮생크림에찍은 아몬드스틱 누네띠네 뚱카롱찍먹방~!COCOA BREAD WITH 🍁SYRUP ALMOND STICK MACARON MuKbang,312741,2020. 6. 16,9517,300,499,마카롱,디저트,생크림
100,봉길이 Bonggil,777000,ASMR 일요일은 짜장면먹는날🥢크림통새우튀김볼 먹방~!!BLACK BEAN NOODLE WITH SHRIMP FRIED BALL MuKBang~!!,430027,2020. 6. 14,12917,344,531,짜장면,계란후라이,Jjajangmyeon
101,PONY Syndrome,572000,😈Punk Glam Character Cover Makeup! 펑키한 게임 캐릭터 커버 메이크업!,254280,2020. 7. 19,21432,129,767,plums,플럼스,TRANSLUCENT
102,PONY Syndrome,572000,🍍Day Getaway! + GRWM💦 짧은 휴캉스 + 옐로우 오렌지 메이크업!,414617,2020. 7. 13,19505,209,523,G35,에메랄드,
103,PONY Syndrome,572000,Instagram Live stream Make up 인스타 라방 메이크업,711541,2020. 7. 8,32756,217,669,,,
104,PONY Syndrome,572000,✨초여름 햇살을 머금은 글리터 메이크업 (with Eng sub) Early summer glitter makeup!,513072,2020. 6. 6,19594,252,618,SUGAR,슈가쿠키,MBP05
105,PONY Syndrome,572000,🎵새벽 추천곡 라이브 (흥얼거림 주의;) 200519 (반모) 인스타그램 라이브 @ponysmakeup Instagram Live,118508,2020. 5. 25,3838,123,255,,,
106,PONY Syndrome,572000,브이로그 에피소드.04 옷 10착장 촬영한 날👗 + 겟레디윗미 약간 포함! VLOG Ep 04: 10 Outfit Photoshoot Day + With a bit of GRWM!,257399,2020. 5. 13,9032,133,419,,,
107,PONY Syndrome,572000,🌙까만밤에 귀 기울여줘 널 위한 나의 환상극 Listen to the dark night my theatrical reverie for you.,413330,2020. 4. 26,24258,167,719,리플렉츠,,
108,PONY Syndrome,572000,😷마스크에 화장이 자꾸 묻어나면 이렇게 해보세요! (NO파데!) Non-smudging makeup while wearing a mask,1293633,2020. 4. 16,33711,434,801,,,
109,PONY Syndrome,572000,자존감을 높이려면 어떻게 해야 될까? 200312 (반모) 인스타그램 라이브 @ponysmakeup Instagram Live,203316,2020. 3. 29,4266,100,210,,,
110,PONY Syndrome,572000,포니의 스무디볼 만드는 방법! How to make PONY's smoothie bowl!,558739,2020. 3. 25,18387,152,641,,,
111,PONY Syndrome,572000,Putting Makeup Using ProCreate! 맨 얼굴 그리기부터 화장 입히기 까지 그림으로 그려보기!,355369,2020. 3. 18,17677,140,418,,,
112,PONY Syndrome,572000,Fresh Floral Makeup (With sub) 부드러운 연보라 빛의 프레쉬 플로럴 메이크업,905883,2020. 3. 16,36045,238,814,LIGHT,라이트,WEDGE
113,PONY Syndrome,572000,200312 인스타그램 라이브 (With 새벽) @ponysmakeup Instagram Live,103079,2020. 3. 14,1902,86,129,,,
114,PONY Syndrome,572000,[비버스] 메이크업 아티스트 포니 영상 프로필 (축하 인사),226065,2020. 3. 10,7791,187,237,,,
115,PONY Syndrome,572000,브이로그 에피소드.03 비비 만난 날 (feat.홈런볼) VLOG Ep 03 : Meeting up with BIBI,315994,2020. 3. 8,9575,100,412,,,
116,PONY Syndrome,572000,🌎PONY THE GLOBETROTTER + GRWM (With sub) L.A.,1294205,2020. 3. 2,47877,386,865,BROWN,브라운,
117,PONY Syndrome,572000,🍇Mellow Burgundy Makeup 멜로우 버건디 메이크업,1651620,2020. 2. 23,72629,566,1290,,,
118,PONY Syndrome,572000,Glowy Spring makeup 우아한 봄 메이크업,3534238,2020. 2. 18,141199,12,1741,MOOD,,
119,PONY Syndrome,572000,브이로그 에피소드.02 엘에이 출장 VLOG Ep 02: L.A. Trip,273100,2020. 2. 13,7934,149,393,,,
